title  Photometry data for T356120921 from search centered on 19 50 50.248 .48 04 51.09 using the apass calibration catalog
Median of Right Ascension  297.70578, rms   0.00271
Median of Declination       48.07639, rms   0.00197
Median of magcal_magdep        10.65, rms      0.26
Median of magcal_local_rms      0.16, rms      0.33
Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
2416267.716443	1903.417031	10.72	 0.16	14.51	297.70425	 48.07465	 37.7	0.405	i30606	151	557184	1080978432	592	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,30	4,6,9
2416267.819636	1903.417314	10.66	 0.15	13.23	297.70372	 48.07460	 46.9	0.251	i30608	152	557184	1080975360	656	0.000700	7,15,19	13,14,17,18,19,21,22,30	4,7,9
2416289.716663	1903.477306	10.90	 0.21	11.47	297.70335	 48.07396	-76.5	0.260	ac03730	130	34078720	1349410816	384	0.000700	19,25	13,14,17,18,19,21,22,28,30	7,8
2416296.714018	1903.496477	10.57	 0.31	12.06	297.70275	 48.07484	 84.8	0.639	ac03739	151	526464	1483628544	4488	0.000700	7,11,19	13,14,17,18,19,21,22,27,28,30	3,7,8,12
2416299.596477	1903.504374	12.39	 0.09	14.24	297.70249	 48.07251	 52.2	0.382	i30644	152	111706240	1080975363	656	0.000700	7,15,19,21,23,25,26	0,1,13,14,17,18,19,21,22,30	4,7,9
2416299.786240	1903.504894	10.49	 0.15	13.45	297.70419	 48.07467	 30.6	0.455	i30647	152	557184	1080977408	529	0.000700	7,15,19	11,13,14,17,18,19,21,22,30	0,4,9
2416309.674787	1903.531986	10.75	 0.11	13.03	297.70226	 48.07450	 63.2	0.406	am02115	131	524416	1349410816	385	0.000700	7,19	13,14,17,18,19,21,22,28,30	0,7,8
2416312.733846	1903.540367	10.80	 0.20	12.47	297.70334	 48.07417	 42.4	0.148	ac03770	151	524416	1483630592	264	0.000010	7,19	11,13,14,17,18,19,21,22,27,28,30	3,8
2416321.725880	1903.565002	10.47	 0.27	15.30	297.70396	 48.07363	 66.2	0.255	i30672	152	557184	1349413888	593	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,28,30	0,4,6,9
2416321.772627	1903.565130	10.94	 0.27	15.55	297.70386	 48.07474	-38.2	0.116	i30673	152	557184	1080978434	593	0.000700	7,15,19	1,10,11,13,14,17,18,19,21,22,30	0,4,6,9
2416321.807602	1903.565226	10.54	 0.10	14.16	297.70397	 48.07482	 34.0	0.356	i30675	152	557184	1080978432	593	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,30	0,4,6,9
2416321.852963	1903.565351	10.51	 0.32	14.25	297.70391	 48.07473	 37.7	0.233	i30677	151	557184	1080977408	529	0.000700	7,15,19	11,13,14,17,18,19,21,22,30	0,4,9
2416323.763033	1903.570584	10.51	 0.14	13.51	297.70482	 48.07431	 47.3	0.246	ac03789	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416334.841113	1903.600935	10.93	 0.54	11.04	297.69950	 48.07630	 59.4	0.169	ac03807	151	268967936	1349148672	384	0.000700	13,19,28	13,14,17,19,21,22,28,30	7,8
2416337.617202	1903.608540	10.60	 0.14	12.22	297.70535	 48.07417	-87.1	0.299	ac03813	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416337.737705	1903.608870	11.16	 0.19	11.89	297.70264	 48.07522	-56.6	0.437	ac03815	151	524416	1483628544	392	0.000700	7,19	13,14,17,18,19,21,22,27,28,30	3,7,8
2416339.735362	1903.614343	10.68	 0.11	12.58	297.70162	 48.07501	-50.9	0.314	ac03818	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416340.785266	1903.617220	10.48	 0.17	14.06	297.70383	 48.07487	 38.1	0.375	i30706	152	557184	1080978432	593	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,30	0,4,6,9
2416340.817122	1903.617307	10.73	 0.49	14.48	297.70387	 48.07469	 39.1	0.302	i30707	152	557184	1080978432	593	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,30	0,4,6,9
2416340.848287	1903.617393	10.81	 0.11	14.12	297.70381	 48.07464	 40.2	0.305	i30708	152	557184	1080977408	529	0.000700	7,15,19	11,13,14,17,18,19,21,22,30	0,4,9
2416340.868717	1903.617449	10.65	 0.17	12.68	297.70400	 48.07484	 34.1	0.362	i30709	152	557184	1080975360	641	0.000700	7,15,19	13,14,17,18,19,21,22,30	0,7,9
2416344.711662	1903.627977	10.28	 0.14	11.45	297.70739	 48.07405	-73.3	0.467	ac03838	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416345.559683	1903.630301	10.73	 0.21	13.14	297.70433	 48.07471	 31.4	0.222	i30738	151	557184	1080977408	529	0.000700	7,15,19	11,13,14,17,18,19,21,22,30	0,4,9
2416345.601236	1903.630414	10.70	 0.17	14.78	297.70452	 48.07471	 48.7	0.278	i30740	152	557184	1080978432	593	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,30	0,4,6,9
2416345.674300	1903.630615	10.53	 0.23	13.91	297.70366	 48.07476	 88.1	0.061	i30743	151	557184	1080977408	528	0.000700	7,15,19	11,13,14,17,18,19,21,22,30	4,9
2416345.801729	1903.630964	10.58	 0.11	13.02	297.70376	 48.07485	 41.3	0.320	i30746	151	557184	1080975360	657	0.000700	7,15,19	13,14,17,18,19,21,22,30	0,4,7,9
2416354.641010	1903.655181	10.41	 0.39	14.71	297.70389	 48.07485	 48.1	0.197	i30779	152	557184	1080978432	593	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,30	0,4,6,9
2416354.727577	1903.655418	10.72	 0.19	14.12	297.70376	 48.07487	 51.2	0.167	i30782	151	557184	1080978432	593	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,30	0,4,6,9
2416354.774324	1903.655546	10.63	 0.18	12.81	297.70353	 48.07489	 41.8	0.339	i30785	151	557184	1080975360	657	0.000700	7,15,19	13,14,17,18,19,21,22,30	0,4,7,9
2416360.564654	1903.671410	10.49	 0.18	11.99	297.70499	 48.07410	 35.8	0.208	ac03877	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416360.671997	1903.671704	10.95	 0.21	11.61	297.69891	 48.07199	-74.3	0.199	ac03879	130	268959872	1483628547	392	0.000700	7,19,28	0,1,13,14,17,18,19,21,22,27,28,30	3,7,8
2416366.541602	1903.687785	10.65	 0.13	13.10	297.70319	 48.07426	 80.2	0.289	ac03906	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416366.729280	1903.688299	10.83	 0.22	11.69	297.70472	 48.07460	 79.4	0.279	ac03909	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416372.784461	1903.704889	10.60	 0.12	12.61	297.70369	 48.07480	 36.5	0.195	i30891	152	557184	1080975360	656	0.000700	7,15,19	13,14,17,18,19,21,22,30	4,7,9
2416372.810084	1903.704959	10.60	 0.09	12.28	297.70355	 48.07471	 37.6	0.235	i30893	151	268992640	1080713216	657	0.000700	7,15,19,28	13,14,17,19,21,22,30	0,4,7,9
2416372.833977	1903.705025	10.70	 0.11	13.20	297.70390	 48.07472	 37.3	0.160	i30895	151	1342734464	1080713216	657	0.000700	7,15,19,28,30	13,14,17,19,21,22,30	0,4,7,9
2416373.669990	1903.707315	 0.00	 0.00	11.18	  0.00000	  0.00000	  0.0	0.000	ac03942	151	0	0	2048	-1.000000			11
2416381.571311	1903.728962	10.56	 0.20	12.12	297.70664	 48.07417	 74.7	0.218	ac03973	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416382.643348	1903.731900	10.48	 0.11	12.51	297.70522	 48.07410	-47.8	0.250	ac03980	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416387.613631	1903.745517	10.71	 0.11	11.86	297.70286	 48.07541	 70.4	0.160	ac04009	130	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416390.593234	1903.753680	10.47	 0.14	12.66	297.70267	 48.07513	 58.1	0.275	ac04021	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416391.675654	1903.756646	10.67	 0.34	11.12	297.70204	 48.07639	-81.7	0.314	ac04029	151	268967936	1349148674	384	0.000700	13,19,28	1,13,14,17,19,21,22,28,30	7,8
2416402.545884	1903.786427	10.37	 0.28	12.57	297.70393	 48.07493	 65.1	0.412	i30987	151	268992640	1080716288	593	0.000700	7,15,19,28	10,11,13,14,17,19,21,22,30	0,4,6,9
2416402.634874	1903.786671	10.72	 0.11	12.40	297.70287	 48.07466	-65.1	0.162	ac04040	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416403.491873	1903.789019	10.60	 0.21	12.16	297.70485	 48.07590	 82.5	0.149	ac04045	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416406.534822	1903.797356	10.70	 0.12	11.98	297.70404	 48.07428	 80.8	0.277	ac04052	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416407.656364	1903.800428	10.76	 0.13	12.02	297.70584	 48.07464	-30.0	0.150	ac04060	151	524416	1349412864	257	0.000700	7,19	11,13,14,17,18,19,21,22,28,30	0,8
2416408.583306	1903.802968	10.68	 0.11	11.95	297.70409	 48.07504	-54.3	0.163	ac04067	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416409.624862	1903.805822	10.51	 0.11	12.70	297.70640	 48.07452	-85.1	0.391	ac04077	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416410.564614	1903.808396	10.51	 0.15	12.58	297.70418	 48.07486	-82.6	0.203	ac04084	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416412.601323	1903.813976	10.36	 0.12	12.12	297.70503	 48.07356	-24.8	0.351	ac04090	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416412.655341	1903.814124	10.70	 0.13	12.15	297.70360	 48.07408	-52.5	0.235	ac04091	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416413.552502	1903.816582	10.59	 0.09	11.85	297.70487	 48.07404	-64.5	0.144	ac04095	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416415.573628	1903.822120	10.50	 0.15	13.09	297.70434	 48.07482	-89.5	0.058	ac04111	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416416.492259	1903.824636	10.77	 0.11	13.62	297.70412	 48.07475	-76.3	0.178	ac04116	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416417.584019	1903.827627	10.48	 0.12	12.21	297.70416	 48.07460	-89.4	0.099	ac04126	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416420.540393	1903.835727	10.39	 0.16	11.53	297.70480	 48.07559	-90.0	0.036	ac04149	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416422.596142	1903.841359	11.02	 0.17	11.53	297.70536	 48.07575	 -6.4	0.086	ac04158	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416426.481878	1903.852005	10.60	 0.17	13.27	297.70337	 48.07467	 79.7	0.201	ac04171	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416428.575022	1903.857740	10.56	 0.13	12.14	297.70326	 48.07440	-42.5	0.233	ac04186	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416431.608264	1903.866050	10.84	 0.11	12.16	297.70319	 48.07477	-85.6	0.335	ac04203	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416433.471836	1903.871156	10.62	 0.11	13.21	297.70396	 48.07425	 83.7	0.183	ac04209	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416444.453835	1903.901243	10.70	 0.16	12.12	297.70264	 48.07500	 75.7	0.091	ac04256	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416444.497810	1903.901364	10.52	 0.11	13.31	297.70398	 48.07475	 67.1	0.072	ac04257	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416444.549403	1903.901505	10.85	 0.13	12.16	297.70357	 48.07410	-71.1	0.268	ac04258	151	302514176	1349412864	256	0.000700	19,25,28	11,13,14,17,18,19,21,22,28,30	8
2416450.472541	1903.917733	 9.96	 0.97	10.18	297.70096	 48.07376	 19.1	0.166	ac04293	146	269000832	1080713218	385	0.000700	7,13,15,19,28	1,13,14,17,19,21,22,30	0,7,8
2416457.468406	1903.936900	10.50	 0.12	12.39	297.70566	 48.07459	 58.6	0.224	ac04329	151	524288	1349410818	384	0.000700	19	1,13,14,17,18,19,21,22,28,30	7,8
2416460.449720	1903.945068	10.42	 0.14	12.29	297.70309	 48.07524	-87.2	0.161	ac04341	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416461.477772	1903.947884	10.67	 0.13	11.88	297.70323	 48.07521	-44.0	0.194	ac04353	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416462.521061	1903.950743	10.47	 0.14	12.97	297.70456	 48.07514	-86.2	0.320	ac04354	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416467.471577	1903.964306	10.61	 0.10	11.91	297.70367	 48.07509	-22.8	0.218	ac04394	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416484.475577	1904.010862	10.48	 0.11	12.26	297.70601	 48.07483	 88.8	0.368	ac04483	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416548.896215	1904.186875	10.67	 0.15	12.29	297.70334	 48.07509	 80.4	0.420	ac04719	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416552.900608	1904.197816	10.75	 0.13	12.08	297.70349	 48.07530	 84.2	0.431	ac04739	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416574.870204	1904.257842	10.62	 0.14	12.18	297.70547	 48.07438	 75.9	0.406	ac04797	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416588.776354	1904.295837	10.67	 0.14	12.96	297.70465	 48.07408	 62.4	0.375	ac04852	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416601.796055	1904.331410	10.67	 0.14	11.61	297.70372	 48.07514	-69.2	0.229	ac04870	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416603.793788	1904.336868	10.64	 0.13	12.32	297.70496	 48.07460	 38.2	0.122	ac04877	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416603.837420	1904.336987	 9.88	 1.24	10.58	297.69925	 48.07249	 56.5	0.515	ac04878	130	268998784	1483368451	264	0.000700	7,11,12,15,19,28	0,1,11,13,14,17,19,21,22,27,28,30	3,8
2416607.736964	1904.347642	10.76	 0.11	13.37	297.70402	 48.07453	 67.2	0.155	i31695	152	557184	1080977408	513	0.000700	7,15,19	11,13,14,17,18,19,21,22,30	0,9
2416617.795236	1904.375124	11.15	 0.14	12.15	297.69419	 48.07597	 64.2	0.463	ac04913	130	76021760	1349412867	256	0.000700	19,23,26	0,1,11,13,14,17,18,19,21,22,28,30	8
2416623.820637	1904.391586	11.02	 0.18	11.65	297.70412	 48.07269	-10.0	0.357	ac04925	151	524288	1349410818	384	0.000700	19	1,13,14,17,18,19,21,22,28,30	7,8
2416642.820697	1904.443499	10.67	 0.16	11.27	297.70294	 48.07507	 62.5	0.314	ac04951	151	524288	1349410818	384	0.000700	19	1,13,14,17,18,19,21,22,28,30	7,8
2416644.722844	1904.448696	10.51	 0.16	12.63	297.70491	 48.07400	  3.9	0.199	ac04959	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416646.781858	1904.454322	10.92	 0.17	11.66	297.70431	 48.07733	-37.7	0.383	ac04969	151	524288	1349412866	256	0.000700	19	1,11,13,14,17,18,19,21,22,28,30	8
2416647.720984	1904.456888	10.51	 2.00	10.83	297.70652	 48.06787	 80.8	0.596	ac04973	130	269006976	1214930947	392	0.000700	7,11,12,13,15,19,28	0,1,13,14,17,19,21,22,27,30	3,7,8
2416652.650003	1904.470355	10.78	 0.21	11.14	297.70921	 48.07075	 51.7	0.372	ac04998	151	532608	1483628546	392	0.000700	7,13,19	1,13,14,17,18,19,21,22,27,28,30	3,7,8
2416656.743083	1904.481538	11.15	 0.17	11.69	297.69805	 48.07221	-34.6	0.575	ac05014	151	109576192	1349410819	384	0.000700	19,23,25,26	0,1,13,14,17,18,19,21,22,28,30	7,8
2416659.730820	1904.489702	10.79	 0.10	11.49	297.70694	 48.07508	-74.1	0.100	ac05025	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416663.801032	1904.500822	10.80	 0.14	11.90	297.70375	 48.07435	-59.9	0.424	ac05029	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416664.700675	1904.503281	10.65	 0.14	12.43	297.70431	 48.07517	 82.5	0.097	ac05032	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416664.744653	1904.503401	10.57	 0.09	12.30	297.70289	 48.07544	 79.4	0.207	ac05033	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416670.796279	1904.519935	10.67	 0.13	12.22	297.70453	 48.07477	 49.1	0.124	ac05043	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416674.765700	1904.530781	10.81	 0.16	11.80	297.70304	 48.07448	 29.3	0.301	ac05051	151	524288	1349412866	256	0.000700	19	1,11,13,14,17,18,19,21,22,28,30	8
2416676.714220	1904.536104	10.67	 0.08	12.33	297.70351	 48.07509	 -8.5	0.187	ac05059	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416680.709253	1904.547020	10.60	 0.09	11.94	297.70201	 48.07561	-64.2	0.189	ac05072	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416680.764612	1904.547171	 0.00	 0.00	11.56	  0.00000	  0.00000	  0.0	0.000	ac05073	151	0	0	2048	-1.000000			11
2416683.688640	1904.555160	10.96	 0.11	11.85	297.70479	 48.07317	-56.3	0.088	ac05089	151	524416	1483628544	392	0.000700	7,19	13,14,17,18,19,21,22,27,28,30	3,7,8
2416687.627905	1904.565923	10.81	 0.15	12.03	297.70570	 48.07476	 28.7	0.305	ac05094	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416692.696369	1904.579771	10.69	 0.17	11.74	297.70553	 48.07583	-79.5	0.257	ac05112	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416693.730698	1904.582598	10.54	 0.10	11.76	297.70427	 48.07648	 81.3	0.221	ac05117	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416708.668313	1904.623411	10.80	 0.10	11.63	297.70552	 48.07482	 68.5	0.223	ac05146	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416716.585835	1904.645043	10.94	 0.18	11.37	297.71313	 48.07332	-18.0	0.298	ac05165	151	8921088	1349410818	384	0.000700	13,19,23	1,13,14,17,18,19,21,22,28,30	7,8
2416717.603179	1904.647823	11.54	 0.20	11.87	297.69793	 48.07896	 58.7	0.346	ac05172	151	109584512	1483630595	264	0.000700	7,13,19,23,25,26	0,1,11,13,14,17,18,19,21,22,27,28,30	3,8
2416717.657543	1904.647971	10.60	 0.10	12.28	297.70290	 48.07540	 48.9	0.172	ac05173	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416719.583157	1904.653233	10.53	 0.13	12.25	297.70319	 48.07460	-78.5	0.084	ac05181	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416719.635099	1904.653375	10.57	 0.11	11.68	297.70436	 48.07585	 65.4	0.116	ac05182	130	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416723.606821	1904.664226	10.51	 0.16	13.09	297.70361	 48.07448	 55.4	0.124	ac05207	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416724.641822	1904.667054	10.60	 0.10	12.84	297.70596	 48.07411	-63.6	0.362	ac05213	151	34078720	1349412864	256	0.000700	19,25	11,13,14,17,18,19,21,22,28,30	8
2416731.624337	1904.686132	10.74	 0.33	10.82	297.70811	 48.07656	-86.5	0.297	ac05235	130	534528	1349410816	384	0.000700	11,13,19	13,14,17,18,19,21,22,28,30	7,8
2416731.674199	1904.686268	11.14	 0.18	12.06	297.70526	 48.07525	-23.2	0.351	ac05236	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416734.621633	1904.694321	10.59	 0.12	11.77	297.70557	 48.07559	 45.8	0.175	ac05242	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416745.658534	1904.724477	10.58	 0.14	11.99	297.70456	 48.07602	 -6.8	0.484	ac05270	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416752.614650	1904.743483	10.54	 0.09	12.61	297.70505	 48.07517	-87.7	0.106	ac05294	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416754.576583	1904.748843	10.43	 0.19	11.90	297.70591	 48.07375	 57.0	0.395	ac05303	130	34078720	1349412864	256	0.000700	19,25	11,13,14,17,18,19,21,22,28,30	8
2416758.592550	1904.759816	10.51	 0.14	12.41	297.70316	 48.07455	-32.5	0.299	ac05329	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416758.637910	1904.759940	11.11	 0.23	11.45	297.70090	 48.07508	  5.5	0.326	ac05330	130	532480	1349410818	384	0.000700	13,19	1,13,14,17,18,19,21,22,28,30	7,8
2416760.821573	1904.765906	10.54	 0.18	13.76	297.70833	 48.07761	 59.4	0.102	am03119	155	1074266112	1348886531	384	0.000700	19,30	0,1,13,14,17,18,21,22,28,30	7,8
2416761.593613	1904.768015	10.54	 0.14	12.18	297.70295	 48.07543	 -3.1	0.366	ac05345	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416761.640358	1904.768143	10.59	 0.09	12.82	297.70384	 48.07510	 -9.9	0.208	ac05346	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416769.585350	1904.789851	10.67	 0.13	13.44	297.70508	 48.07466	-21.3	0.271	ac05365	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416770.656338	1904.792777	10.50	 0.11	12.31	297.70386	 48.07476	-32.4	0.383	ac05375	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416771.587436	1904.795321	10.65	 0.10	11.92	297.70479	 48.07528	 -9.9	0.155	ac05384	130	268959744	1349410818	384	0.000700	19,28	1,13,14,17,18,19,21,22,28,30	7,8
2416771.635913	1904.795453	10.55	 0.10	12.39	297.70386	 48.07568	-28.7	0.491	ac05385	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416774.492225	1904.803257	11.05	 0.78	11.14	297.70260	 48.07114	 47.7	0.355	ac05396	130	8923264	1483630595	264	0.000700	7,11,13,19,23	0,1,11,13,14,17,18,19,21,22,27,28,30	3,8
2416774.539663	1904.803387	11.16	 0.41	11.35	297.70762	 48.07485	 17.8	0.427	ac05397	151	532480	1349410816	384	0.000700	13,19	13,14,17,18,19,21,22,28,30	7,8
2416775.598877	1904.806281	10.81	 0.11	11.50	297.70207	 48.07368	  6.0	0.312	ac05400	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416775.645276	1904.806408	10.80	 0.16	11.40	297.70521	 48.07250	-85.1	0.376	ac05401	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416778.596115	1904.814470	10.69	 0.16	11.50	297.70468	 48.07431	-27.6	0.465	ac05420	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416780.652905	1904.820090	10.89	 0.41	11.16	297.70728	 48.07355	-46.0	0.447	ac05429	151	268967936	1349150722	256	0.000700	13,19,28	1,11,13,14,17,19,21,22,28,30	8
2416782.595429	1904.825397	10.88	 0.10	11.88	297.70556	 48.07216	-15.9	0.751	ac05443	130	524288	1349410816	4480	0.000700	19	13,14,17,18,19,21,22,28,30	7,8,12
2416787.585737	1904.839032	10.69	 0.14	11.30	297.70475	 48.07499	 43.8	0.036	ac05475	151	34078720	1349410816	384	0.000700	19,25	13,14,17,18,19,21,22,28,30	7,8
2416792.511640	1904.852491	10.81	 0.37	11.71	297.70499	 48.07511	  0.6	0.684	ac05488	130	524416	1349410819	4481	0.000700	7,19	0,1,13,14,17,18,19,21,22,28,30	0,7,8,12
2416792.638717	1904.852838	10.74	 0.16	11.56	297.70199	 48.07367	-33.7	0.614	ac05489	151	524288	1349410816	4480	0.000700	19	13,14,17,18,19,21,22,28,30	7,8,12
2416793.470088	1904.855110	10.70	 0.08	13.32	297.70433	 48.07502	-88.6	0.346	ac05494	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416793.546266	1904.855318	10.59	 0.09	12.19	297.70429	 48.07497	 10.9	0.472	ac05495	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416794.540033	1904.858033	10.71	 0.16	11.49	297.70361	 48.07582	 17.1	0.246	ac05502	130	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416799.474243	1904.871514	10.73	 0.13	13.24	297.70349	 48.07531	-14.8	0.223	ac05522	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416799.523412	1904.871649	10.79	 0.12	11.85	297.70244	 48.07635	 -9.2	0.208	ac05523	130	524288	1349410818	384	0.000700	19	1,13,14,17,18,19,21,22,28,30	7,8
2416800.526875	1904.874390	10.97	 0.18	11.61	297.69478	 48.08171	 78.4	0.193	ac05532	130	344457344	1483630595	264	0.000700	7,19,23,26,28	0,1,11,13,14,17,18,19,21,22,27,28,30	3,8
2416800.576736	1904.874527	10.72	 0.12	11.95	297.70479	 48.07331	-27.3	0.376	ac05533	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416802.499175	1904.879779	10.70	 0.12	12.45	297.70419	 48.07395	-50.7	0.214	ac05545	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2416802.559770	1904.879945	10.78	 0.11	11.98	297.70432	 48.07455	-21.5	0.576	ac05546	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416803.482900	1904.882467	10.62	 0.16	12.22	297.70383	 48.07368	-15.5	0.338	ac05551	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2416813.555278	1904.909987	10.52	 0.25	11.58	297.72823	 48.06819	-29.0	0.776	ac05623	130	277381120	1080713218	4480	0.000700	15,19,23,28	1,13,14,17,19,21,22,30	7,8,12
